Object Number	Is Public Domain	Department	Object Name	Title	Culture	Artist Role	Artist Prefix	Artist Display Name	Artist Suffix	Artist Alpha Sort	Artist Nationality	Artist Begin Date	Artist End Date	Object Date	Object Begin Date	Object End Date	Medium	Dimensions	Credit Line	Acquisition Date	City	State	County	Country	Region	Classification	Rights and Reproduction	Link Resource	Repository
1972.263.6	True	American Paintings and Sculpture	Watercolor	Mr. and Mrs. Daniel Otis and Child		Artist		Joseph H. Davis		Davis, Joseph H.		1811	1865	1834	1834	1834	Watercolor, gum arabic, and graphite on off-white wove paper	10 3/4 x 16 5/8 in. (27.3 x 42.2 cm)	Gift of Edgar William and Bernice Chrysler Garbisch, 1972							Drawings		http://www.metmuseum.org/art/collection/search/10732	Metropolitan Museum of Art, New York, NY
15.30.59	True	American Paintings and Sculpture	Painting	The Beeches		Artist		Asher Brown Durand		Durand, Asher Brown	American	1796	1886	1845	1845	1845	Oil on canvas	60 3/8 x 48 1/8 in. (153.4 x 122.2 cm)	Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914							Paintings		http://www.metmuseum.org/art/collection/search/10786	Metropolitan Museum of Art, New York, NY
11.156	True	American Paintings and Sculpture	Painting	"Landscape—Scene from ""Thanatopsis"""		Artist		Asher Brown Durand		Durand, Asher Brown	American	1796	1886	1850	1850	1850	Oil on canvas	39 1/2 x 61 in. (100.3 x 154.9 cm)	Gift of J. Pierpont Morgan, 1911							Paintings		http://www.metmuseum.org/art/collection/search/10793	Metropolitan Museum of Art, New York, NY
34.92	True	American Paintings and Sculpture	Painting	The Champion Single Sculls (Max Schmitt in a Single Scull)		Artist		Thomas Eakins		Eakins, Thomas	American	1844	1916	1871	1871	1871	Oil on canvas	32 1/4 x 46 1/4 in. (81.9 x 117.5 cm)	Purchase, The Alfred N. Punnett Endowment Fund and George D. Pratt Gift, 1934							Paintings		http://www.metmuseum.org/art/collection/search/10819	Metropolitan Museum of Art, New York, NY
17.172	True	American Paintings and Sculpture	Painting	The Thinker: Portrait of Louis N. Kenton		Artist		Thomas Eakins		Eakins, Thomas	American	1844	1916	1900	1900	1900	Oil on canvas	82 x 42 in. (208.3 x 106.7 cm)	John Stewart Kennedy Fund, 1917							Paintings		http://www.metmuseum.org/art/collection/search/10827	Metropolitan Museum of Art, New York, NY
1979.395	True	American Paintings and Sculpture	Painting	Elijah Boardman		Artist		Ralph Earl		Earl, Ralph	American	1751	1801	1789	1789	1789	Oil on canvas	83 x 51 in. (210.8 x 129.5 cm)	Bequest of Susan W. Tyler, 1979							Paintings		http://www.metmuseum.org/art/collection/search/10830	Metropolitan Museum of Art, New York, NY
1975.27.1	True	American Paintings and Sculpture	Painting	The New Bonnet		Artist		Francis William Edmonds		Edmonds, Francis William	American	1806	1863	1858	1858	1858	Oil on canvas	25 x 30 1/8 in. (63.5 x 76.5 cm)	Purchase, Erving Wolf Foundation Gift and Gift of Hanson K. Corning, by exchange, 1975							Paintings		http://www.metmuseum.org/art/collection/search/10843	Metropolitan Museum of Art, New York, NY
26.12	True	American Paintings and Sculpture	Sculpture	The Angel of Death and the Sculptor from the Milmore Memorial		Artist		Daniel Chester French		French, Daniel Chester	American	1850	1931	1889–93, carved 1921–26	1921	1926	Marble	93 1/2 x 100 1/2 x 32 1/2 in. (237.5 x 255.3 x 82.6 cm)	Gift of a group of Museum trustees, 1926							Sculpture		http://www.metmuseum.org/art/collection/search/10909	Metropolitan Museum of Art, New York, NY
15.75	True	American Paintings and Sculpture	Sculpture	Mourning Victory from the Melvin Memorial		Artist		Daniel Chester French		French, Daniel Chester	American	1850	1931	1906–8, carved 1912–15	1906	1915	Marble	120 1/2 x 57 1/4 x 28 3/4 in. (306.1 x 145.4 x 73 cm)	Gift of James C. Melvin, 1912							Sculpture		http://www.metmuseum.org/art/collection/search/10912	Metropolitan Museum of Art, New York, NY
15.30.62	True	American Paintings and Sculpture	Painting	A Gorge in the Mountains (Kauterskill Clove)		Artist		Sanford Robinson Gifford		Gifford, Sanford Robinson	American	1823	1880	1862	1862	1862	Oil on canvas	48 x 39 7/8 in. (121.9 x 101.3 cm)	Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914							Paintings		http://www.metmuseum.org/art/collection/search/10946	Metropolitan Museum of Art, New York, NY
63.201.1	True	American Paintings and Sculpture	"Painting
(Molly Wales Fobes)"	Lady with Her Pets (Molly Wales Fobes)		Artist		Rufus Hathaway		Hathaway, Rufus		1770	1822	1790	1790	1790	Oil on canvas	34 1/4 x 32 in. (86.6 x 81.3 cm)	Gift of Edgar William and Bernice Chrysler Garbisch, 1963							Paintings		http://www.metmuseum.org/art/collection/search/11040	Metropolitan Museum of Art, New York, NY
1975.16	True	American Paintings and Sculpture	Painting	Approaching Thunder Storm		Artist		Martin Johnson Heade		Heade, Martin Johnson	American	1819	1904	1859	1859	1859	Oil on canvas	"28 x 44in. (71.1 x 111.8cm)
Framed: 42 1/2 × 58 3/8 × 5 in. (108 × 148.3 × 12.7 cm)"	Gift of Erving Wolf Foundation and Mr. and Mrs. Erving Wolf, in memory of Diane R. Wolf, 1975							Paintings		http://www.metmuseum.org/art/collection/search/11050	Metropolitan Museum of Art, New York, NY
23.102	True	American Paintings and Sculpture	Painting	Euphemia White Van Rensselaer		Artist		George P. A. Healy		Healy, George P. A.		1813	1894	1842	1842	1842	Oil on canvas	45 3/4 x 35 1/4 in. (115.1 x 89.2 cm)	Bequest of Cornelia Cruger, 1923							Paintings		http://www.metmuseum.org/art/collection/search/11055	Metropolitan Museum of Art, New York, NY
62.256.3	True	American Paintings and Sculpture	Painting	The Falls of Niagara		Artist		Edward Hicks		Hicks, Edward	American	1780	1849	ca. 1825	1822	1825	Oil on canvas	31 1/2 x 38 in. (80 x 96.5 cm)	Gift of Edgar William and Bernice Chrysler Garbisch, 1962							Paintings		http://www.metmuseum.org/art/collection/search/11080	Metropolitan Museum of Art, New York, NY
10.228.1	True	American Paintings and Sculpture	Watercolor	Fishing Boats, Key West		Artist		Winslow Homer		Homer, Winslow	American	1836	1910	1903	1903	1903	Watercolor and graphite on off-white wove paper	13 15/16 x 21 3/4 in. (35.4 x 55.2 cm)	Amelia B. Lazarus Fund, 1910							Drawings		http://www.metmuseum.org/art/collection/search/11120	Metropolitan Museum of Art, New York, NY
6.1234	True	American Paintings and Sculpture	Painting	The Gulf Stream		Artist		Winslow Homer		Homer, Winslow	American	1836	1910	1899	1899	1899	Oil on canvas	28 1/8 x 49 1/8 in. (71.4 x 124.8 cm)	Catharine Lorillard Wolfe Collection, Wolfe Fund, 1906							Paintings		http://www.metmuseum.org/art/collection/search/11122	Metropolitan Museum of Art, New York, NY
10.64.5	True	American Paintings and Sculpture	Painting	Northeaster		Artist		Winslow Homer		Homer, Winslow	American	1836	1910	1895; reworked by 1901	1895	1901	Oil on canvas	34 1/2 x 50 in. (87.6 x 127 cm)	Gift of George A. Hearn, 1910							Paintings		http://www.metmuseum.org/art/collection/search/11130	Metropolitan Museum of Art, New York, NY
22.207	True	American Paintings and Sculpture	Painting	Prisoners from the Front		Artist		Winslow Homer		Homer, Winslow	American	1836	1910	1866	1866	1866	Oil on canvas	"24 x 38in. (61 x 96.5cm)
Framed: 36 1/2 × 50 5/8 × 4 1/2 in. (92.7 × 128.6 × 11.4 cm)"	Gift of Mrs. Frank B. Porter, 1922							Paintings		http://www.metmuseum.org/art/collection/search/11133	Metropolitan Museum of Art, New York, NY
02.7.1	True	American Paintings and Sculpture	Painting	The Flower Girl		Artist		Charles Cromwell Ingham		Ingham, Charles Cromwell	American, born Ireland	1786	1863	1846	1846	1846	Oil on canvas	36 x 28 3/8 in. (91.4 x 72.1 cm)	Gift of William Church Osborn, 1902							Paintings		http://www.metmuseum.org/art/collection/search/11207	Metropolitan Museum of Art, New York, NY
87.8.8	True	American Paintings and Sculpture	Painting	Autumn Oaks		Artist		George Inness		Inness, George	American	1825	1894	ca. 1878	1875	1878	Oil on canvas	20 3/8 x 30 1/8 in. (54.3 x 76.5 cm)	Gift of George I. Seney, 1887							Paintings		http://www.metmuseum.org/art/collection/search/11227	Metropolitan Museum of Art, New York, NY
11.116.4	True	American Paintings and Sculpture	Painting	Spring Blossoms, Montclair, New Jersey		Artist		George Inness		Inness, George	American	1825	1894	ca. 1891	1888	1891	Oil and crayon or charcoal on canvas	29 x 45 1/4 in. (73.7 x 114.9 cm)	Gift of George A. Hearn, in memory of Arthur Hoppock Hearn, 1911							Paintings		http://www.metmuseum.org/art/collection/search/11234	Metropolitan Museum of Art, New York, NY
26.97	True	American Paintings and Sculpture	Painting	The Hatch Family		Artist		Eastman Johnson		Johnson, Eastman	American	1824	1906	1870–71	1870	1871	Oil on canvas	48 x 73 3/8 in. (121.9 x 186.4 cm)	Gift of Frederic H. Hatch, 1926							Paintings		http://www.metmuseum.org/art/collection/search/11263	Metropolitan Museum of Art, New York, NY
15.30.61	True	American Paintings and Sculpture	Painting	Lake George		Artist		John Frederick Kensett		Kensett, John Frederick	American	1816	1872	1869	1869	1869	Oil on canvas	44 1/8 x 66 3/8 in. (112.1 x 168.6 cm)	Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914							Paintings		http://www.metmuseum.org/art/collection/search/11311	Metropolitan Museum of Art, New York, NY
74.24	True	American Paintings and Sculpture	Painting	Twilight on the Sound, Darien, Connecticut		Artist		John Frederick Kensett		Kensett, John Frederick	American	1816	1872	1872	1872	1872	Oil on canvas	11 1/2 x 24 1/2 in. (29.2 x 62.2 cm)	Gift of Thomas Kensett, 1874							Paintings		http://www.metmuseum.org/art/collection/search/11329	Metropolitan Museum of Art, New York, NY
66.143	True	American Paintings and Sculpture	Watercolor	The Great Statue of Amida Buddha at Kamakura, Known as the Daibutsu, from the Priest's Garden		Artist		John La Farge		La Farge, John	American	1835	1910	1887	1887	1887	Watercolor and gouache on off-white wove paper	19 1/4 x 12 1/2 in. (48.9 x 31.8 cm)	Gift of the family of Maria L. Hoyt, 1966							Drawings		http://www.metmuseum.org/art/collection/search/11375	Metropolitan Museum of Art, New York, NY
34.134	True	American Paintings and Sculpture	Painting	Portrait of the Painter		Artist		John La Farge		La Farge, John	American	1835	1910	1859	1859	1859	Oil on wood panel	16 1/16 x 11 1/2 in. (40.8 x 29.2 cm)	Samuel D. Lee Fund, 1934							Paintings		http://www.metmuseum.org/art/collection/search/11383	Metropolitan Museum of Art, New York, NY
1978.203	True	American Paintings and Sculpture	Painting	Stage Fort across Gloucester Harbor		Artist		Fitz Henry Lane (formerly Fitz Hugh Lane)		Lane, Fitz Henry	American	1804	1865	1862	1862	1862	Oil on canvas	38 x 60 in. (96.5 x 152.4 cm)	Purchase, Rogers and Fletcher Funds, Erving and Joyce Wolf Fund, Raymond J. Horowitz Gift, Bequest of Richard De Wolfe Brixey, by exchange, and John Osgood and Elizabeth Amis Cameron Blanchard Memorial Fund, 1978							Paintings		http://www.metmuseum.org/art/collection/search/11396	Metropolitan Museum of Art, New York, NY
97.34	True	American Paintings and Sculpture	Painting	Washington Crossing the Delaware		Artist		Emanuel Leutze		Leutze, Emanuel	German American	1816	1868	1851	1851	1851	Oil on canvas	149 x 255 in. (378.5 x 647.7 cm)	Gift of John Stewart Kennedy, 1897							Paintings		http://www.metmuseum.org/art/collection/search/11417	Metropolitan Museum of Art, New York, NY
97.19	True	American Paintings and Sculpture	Sculpture	Bacchante and Infant Faun		Artist		Frederick William MacMonnies		MacMonnies, Frederick William	American	1863	1937	1893–94, cast 1894	1893	1894	Bronze	84 x 29 3/4 x 31 1/2 in. (213.4 x 75.6 x 80 cm)	Gift of Charles F. McKim, 1897							Sculpture		http://www.metmuseum.org/art/collection/search/11476	Metropolitan Museum of Art, New York, NY
22.61	True	American Paintings and Sculpture	Sculpture	Boy and Duck		Artist		Frederick William MacMonnies		MacMonnies, Frederick William	American	1863	1937	1895–96, cast 1901	1895	1901	Bronze	29 3/4 x 23 1/2 x 13 3/4 in. (75.6 x 59.7 x 34.9 cm)	Rogers Fund, 1922							Sculpture		http://www.metmuseum.org/art/collection/search/11477	Metropolitan Museum of Art, New York, NY
19.126	False	American Paintings and Sculpture	Sculpture	The Sun Vow		Artist		Hermon Atkins MacNeil		MacNeil, Hermon Atkins	American	1866	1947	1899, cast 1919	1899	1919	Bronze	72 x 32 1/2 x 54 in. (182.9 x 82.6 x 137.2 cm)	Rogers Fund, 1919							Sculpture		http://www.metmuseum.org/art/collection/search/11494	Metropolitan Museum of Art, New York, NY
45.62.1	True	American Paintings and Sculpture	Painting	Susan Walker Morse (The Muse)		Artist		Samuel F. B. Morse		Morse, Samuel F. B.	American	1791	1872	ca. 1836–37	1833	1837	Oil on canvas	73 3/4 x 57 5/8 in. (187.3 x 146.4 cm)	Bequest of Herbert L. Pratt, 1945							Paintings		http://www.metmuseum.org/art/collection/search/11605	Metropolitan Museum of Art, New York, NY
66.126	True	American Paintings and Sculpture	Painting	Cider Making		Artist		William Sidney Mount		Mount, William Sidney	American	1807	1868	1840–41	1840	1841	Oil on canvas	27 x 34 1/8 in. (68.6 x 86.7 cm)	Purchase, Bequest of Charles Allen Munn, by exchange, 1966							Paintings		http://www.metmuseum.org/art/collection/search/11619	Metropolitan Museum of Art, New York, NY
94.9.3	True	American Paintings and Sculpture	Sculpture	The White Captive		Artist		Erastus Dow Palmer		Palmer, Erastus Dow	American	1817	1904	1857–58; carved 1858–59	1857	1859	Marble	65 x 20 1/4 x 17 in. (165.1 x 51.4 x 43.2 cm)	Bequest of Hamilton Fish, 1894							Sculpture		http://www.metmuseum.org/art/collection/search/11680	Metropolitan Museum of Art, New York, NY
97.33	True	American Paintings and Sculpture	Painting	George Washington		Artist		Charles Willson Peale		Peale, Charles Willson	American	1741	1827	ca. 1779–81	1776	1781	Oil on canvas	95 x 61 3/4 in. (241.3 x 156.8 cm)	Gift of Collis P. Huntington, 1897							Paintings		http://www.metmuseum.org/art/collection/search/11707	Metropolitan Museum of Art, New York, NY
39.52	True	American Paintings and Sculpture	Painting	Still Life: Balsam Apple and Vegetables		Artist		James Peale		Peale, James	American	1749	1831	ca. 1820s	1817	1820	Oil on canvas	20 1/4 x 26 1/2 in. (51.4 x 67.3 cm)	Maria DeWitt Jesup Fund, 1939							Paintings		http://www.metmuseum.org/art/collection/search/11734	Metropolitan Museum of Art, New York, NY
59.166	True	American Paintings and Sculpture	Painting	Still Life with Cake		Artist		Raphaelle Peale		Peale, Raphaelle		1774	1825	1818	1818	1818	Oil on wood	10 3/4 x 15 1/4 in. (27.3 x 38.7 cm)	Maria DeWitt Jesup Fund, 1959							Paintings		http://www.metmuseum.org/art/collection/search/11737	Metropolitan Museum of Art, New York, NY
94.14	True	American Paintings and Sculpture	Bust	Andrew Jackson		Artist		Hiram Powers		Powers, Hiram	American	1805	1873	1834–35; carved 1839	1834	1835	Marble	34 3/4 x 23 1/2 x 15 1/2 in. (88.3 x 59.7 x 39.4 cm)	Gift of Mrs. Frances V. Nash, 1894							Sculpture		http://www.metmuseum.org/art/collection/search/11789	Metropolitan Museum of Art, New York, NY
72.3	True	American Paintings and Sculpture	Sculpture	California		Artist		Hiram Powers		Powers, Hiram	American	1805	1873	1850–55, carved 1858	1850	1858	Marble	71 x 18 1/4 x 24 3/4 in. (180.3 x 46.4 x 62.9 cm)	Gift of William Backhouse Astor, 1872							Sculpture		http://www.metmuseum.org/art/collection/search/11790	Metropolitan Museum of Art, New York, NY
1982.443.2	True	American Paintings and Sculpture	Bust	George Washington		Artist		Hiram Powers		Powers, Hiram	American	1805	1873	1838–44, carved after 1844	1838	1844	Marble	31 x 23 x 14 in. (78.7 x 58.4 x 35.6 cm)	Gift of Erving and Joyce Wolf, in memory of Diane R. Wolf, 1982							Sculpture		http://www.metmuseum.org/art/collection/search/11792	Metropolitan Museum of Art, New York, NY
97.29.3	True	American Paintings and Sculpture	Painting	The American School		Artist		Matthew Pratt		Pratt, Matthew	American	1734	1805	1765	1765	1765	Oil on canvas	36 x 50 1/4 in. (91.4 x 127.6 cm)	Gift of Samuel P. Avery, 1897							Paintings		http://www.metmuseum.org/art/collection/search/11797	Metropolitan Museum of Art, New York, NY
7.79	True	American Paintings and Sculpture	Sculpture	The Mountain Man		Artist		Frederic Remington		Remington, Frederic	American	1861	1909	1903, cast by March 1907	1903	1907	Bronze	27 3/4 x 12 x 10 in. (70.5 x 30.5 x 25.4 cm)	Rogers Fund, 1907							Sculpture		http://www.metmuseum.org/art/collection/search/11865	Metropolitan Museum of Art, New York, NY
80.1.2	True	American Paintings and Sculpture	Watercolor	Moonlight on Mount Lafayette, New Hampshire		Artist		William Trost Richards		Richards, William Trost	American	1833	1905	1873	1873	1873	Watercolor, gouache, and graphite on gray-green wove paper	8 1/2 x 14 3/16 in. (21.6 x 36 cm)	Gift of The Reverend E. L. Magoon, D.D., 1880							Drawings		http://www.metmuseum.org/art/collection/search/11900	Metropolitan Museum of Art, New York, NY
1985.353	True	American Paintings and Sculpture	Sculpture	Diana		Artist		Augustus Saint-Gaudens		Saint-Gaudens, Augustus	American	1848	1907	1893–94, cast 1894 or after	1893	1894	Bronze	28 1/4 x 16 1/4 x 14 in. (71.8 x 41.3 x 35.6 cm)	Gift of Lincoln Kirstein, 1985							Sculpture		http://www.metmuseum.org/art/collection/search/11999	Metropolitan Museum of Art, New York, NY
2001.641	True	American Paintings and Sculpture	Sculpture	Hiawatha		Artist		Augustus Saint-Gaudens		Saint-Gaudens, Augustus	American	1848	1907	1871–72, carved 1874	1871	1874	Marble	"Figure: 60 x 34 1/2 x 37 1/4 in. (152.4 x 87.6 x 94.6 cm)
Base (Granite base): 23 in.
Other (Plinth with inscription): 5 3/4 in. (14.6 cm)"	Gift of Diane, Daniel, and Mathew Wolf, in memory of Catherine Hoover Voorsanger, 2001							Sculpture		http://www.metmuseum.org/art/collection/search/12004	Metropolitan Museum of Art, New York, NY
17.104	True	American Paintings and Sculpture	Sculpture	Mrs. Schuyler Van Rensselaer (Mariana Griswold)		Artist		Augustus Saint-Gaudens		Saint-Gaudens, Augustus	American	1848	1907	1888, cast 1890	1888	1890	Bronze	20 3/8 x 7 3/4 in. (51.8 x 19.7 cm)	Gift of Mrs. Schuyler Van Rensselaer, 1917							Sculpture		http://www.metmuseum.org/art/collection/search/12012	Metropolitan Museum of Art, New York, NY
