accession_number,public_domain,department,object_name,title,Artist Role,Artist Prefix,Artist Display Name,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,object_begin_date,object_end_date,acquisition_type,acquisition_date,city,country,region,classification,rights,web_link,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.92,TRUE,American Paintings and Sculpture,Painting,The Champion Single Sculls (Max Schmitt in a Single Scull),Artist,,Thomas Eakins,,"Eakins, Thomas",American,1844,1916,1871,1871,1871,Purchase The Alfred N. Punnett Endowment Fund and George D. Pratt Gift,1934,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10819,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.172,TRUE,American Paintings and Sculpture,Painting,The Thinker: Portrait of Louis N. Kenton,Artist,,Thomas Eakins,,"Eakins, Thomas",American,1844,1916,1900,1900,1900,John Stewart Kennedy Fund,1917,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10827,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979.395,TRUE,American Paintings and Sculpture,Painting,Elijah Boardman,Artist,,Ralph Earl,,"Earl, Ralph",American,1751,1801,1789,1789,1789,Bequest of Susan W. Tyler,1979,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10830,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.27.1,TRUE,American Paintings and Sculpture,Painting,The New Bonnet,Artist,,Francis William Edmonds,,"Edmonds, Francis William",American,1806,1863,1858,1858,1858,Purchase Erving Wolf Foundation Gift and Gift of Hanson K. Corning by exchange,1975,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10843,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,TRUE,American Paintings and Sculpture,Sculpture,The Angel of Death and the Sculptor from the Milmore Memorial,Artist,,Daniel Chester French,,"French, Daniel Chester",American,1850,1931,1889–93 carved 1921–26,1921,1926,Gift of a group of Museum trustees,1926,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/10909,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.75,TRUE,American Paintings and Sculpture,Sculpture,Mourning Victory from the Melvin Memorial,Artist,,Daniel Chester French,,"French, Daniel Chester",American,1850,1931,1906–8 carved 1912–15,1906,1915,Gift of James C. Melvin,1912,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/10912,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.30.62,TRUE,American Paintings and Sculpture,Painting,A Gorge in the Mountains (Kauterskill Clove),Artist,,Sanford Robinson Gifford,,"Gifford, Sanford Robinson",American,1823,1880,1862,1862,1862,Bequest of Maria DeWitt Jesup from the collection of her husband Morris K. Jesup,1914,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10946,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.201.1,TRUE,American Paintings and Sculpture,Painting,,Artist,,Rufus Hathaway,,"Hathaway, Rufus",,1770,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Molly Wales Fobes)""",Lady with Her Pets (Molly Wales Fobes),Artist,Rufus Hathaway,Hathaway Rufus,Artist,,Martin Johnson Heade,,"Heade, Martin Johnson",American,1819,1904,Gift of Edgar William and Bernice Chrysler Garbisch 1963,Gift of Edgar William and Bernice Chrysler Garbisch,1963,,,Paintings,,http://www.metmuseum.org/art/collection/search/11040,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.16,TRUE,American Paintings and Sculpture,Painting,Approaching Thunder Storm,Artist,,George P. A. Healy,,"Healy, George P. A.",,1813,1894,1859,1859,1859,Gift of Erving Wolf Foundation and Mr. and Mrs. Erving Wolf in memory of Diane R. Wolf,1975,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11050,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.102,TRUE,American Paintings and Sculpture,Painting,Euphemia White Van Rensselaer,Artist,,Edward Hicks,,"Hicks, Edward",American,1780,1849,1842,1842,1842,Bequest of Cornelia Cruger,1923,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11055,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.256.3,TRUE,American Paintings and Sculpture,Painting,The Falls of Niagara,Artist,,Winslow Homer,,"Homer, Winslow",American,1836,1910,ca. 1825,1822,1825,Gift of Edgar William and Bernice Chrysler Garbisch,1962,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11080,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.228.1,TRUE,American Paintings and Sculpture,Watercolor,Fishing Boats Key West,Artist,,Winslow Homer,,"Homer, Winslow",American,1836,1910,1903,1903,1903,Amelia B. Lazarus Fund,1910,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11120,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1234,TRUE,American Paintings and Sculpture,Painting,The Gulf Stream,Artist,,Winslow Homer,,"Homer, Winslow",American,1836,1910,1899,1899,1899,Catharine Lorillard Wolfe Collection Wolfe Fund,1906,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11122,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.64.5,TRUE,American Paintings and Sculpture,Painting,Northeaster,Artist,,Winslow Homer,,"Homer, Winslow",American,1836,1910,1895; reworked by 1901,1895,1901,Gift of George A. Hearn,1910,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11130,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.207,TRUE,American Paintings and Sculpture,Painting,Prisoners from the Front,Artist,,Charles Cromwell Ingham,,"Ingham, Charles Cromwell","American, born Ireland",1786,1863,1866,1866,1866,Gift of Mrs. Frank B. Porter,1922,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11133,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.7.1,TRUE,American Paintings and Sculpture,Painting,The Flower Girl,Artist,,George Inness,,"Inness, George",American,1825,1894,1846,1846,1846,Gift of William Church Osborn,1902,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11207,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.8.8,TRUE,American Paintings and Sculpture,Painting,Autumn Oaks,Artist,,George Inness,,"Inness, George",American,1825,1894,ca. 1878,1875,1878,Gift of George I. Seney,1887,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11227,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.116.4,TRUE,American Paintings and Sculpture,Painting,Spring Blossoms Montclair New Jersey,Artist,,Eastman Johnson,,"Johnson, Eastman",American ,1824,1906,ca. 1891,1888,1891,Gift of George A. Hearn in memory of Arthur Hoppock Hearn,1911,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11234,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.97,TRUE,American Paintings and Sculpture,Painting,The Hatch Family,Artist,,John Frederick Kensett,,"Kensett, John Frederick",American,1816,1872,1870–71,1870,1871,Gift of Frederic H. Hatch,1926,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11263,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.30.61,TRUE,American Paintings and Sculpture,Painting,Lake George,Artist,,John Frederick Kensett,,"Kensett, John Frederick",American,1816,1872,1869,1869,1869,Bequest of Maria DeWitt Jesup from the collection of her husband Morris K. Jesup,1914,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11311,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.24,TRUE,American Paintings and Sculpture,Painting,Twilight on the Sound Darien Connecticut,Artist,,John La Farge,,"La Farge, John",American,1835,1910,1872,1872,1872,Gift of Thomas Kensett,1874,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11329,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.143,TRUE,American Paintings and Sculpture,Watercolor,The Great Statue of Amida Buddha at Kamakura Known as the Daibutsu from the Priest's Garden,Artist,,John La Farge,,"La Farge, John",American,1835,1910,1887,1887,1887,Gift of the family of Maria L. Hoyt,1966,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11375,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.134,TRUE,American Paintings and Sculpture,Painting,Portrait of the Painter,Artist,,Fitz Henry Lane (formerly Fitz Hugh Lane),,"Lane, Fitz Henry",American,1804,1865,1859,1859,1859,Samuel D. Lee Fund,1934,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11383,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.203,TRUE,American Paintings and Sculpture,Painting,Stage Fort across Gloucester Harbor,Artist,,Emanuel Leutze,,"Leutze, Emanuel",German American,1816,1868,1862,1862,1862,Purchase Rogers and Fletcher Funds Erving and Joyce Wolf Fund Raymond J. Horowitz Gift Bequest of Richard De Wolfe Brixey by exchange and John Osgood and Elizabeth Amis Cameron Blanchard Memorial Fund,1978,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11396,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.34,TRUE,American Paintings and Sculpture,Painting,Washington Crossing the Delaware,Artist,,Frederick William MacMonnies,,"MacMonnies, Frederick William",American,1863,1937,1851,1851,1851,Gift of John Stewart Kennedy,1897,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11417,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.19,TRUE,American Paintings and Sculpture,Sculpture,Bacchante and Infant Faun,Artist,,Frederick William MacMonnies,,"MacMonnies, Frederick William",American,1863,1937,1893–94 cast 1894,1893,1894,Gift of Charles F. McKim,1897,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11476,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.61,TRUE,American Paintings and Sculpture,Sculpture,Boy and Duck,Artist,,Hermon Atkins MacNeil,,"MacNeil, Hermon Atkins",American,1866,1947,1895–96 cast 1901,1895,1901,Rogers Fund,1922,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11477,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.126,FALSE,American Paintings and Sculpture,Sculpture,The Sun Vow,Artist,,Samuel F. B. Morse,,"Morse, Samuel F. B.",American,1791,1872,1899 cast 1919,1899,1919,Rogers Fund,1919,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11494,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.62.1,TRUE,American Paintings and Sculpture,Painting,Susan Walker Morse (The Muse),Artist,,William Sidney Mount,,"Mount, William Sidney",American,1807,1868,ca. 1836–37,1833,1837,Bequest of Herbert L. Pratt,1945,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11605,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.126,TRUE,American Paintings and Sculpture,Painting,Cider Making,Artist,,Erastus Dow Palmer,,"Palmer, Erastus Dow",American,1817,1904,1840–41,1840,1841,Purchase Bequest of Charles Allen Munn by exchange,1966,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11619,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.9.3,TRUE,American Paintings and Sculpture,Sculpture,The White Captive,Artist,,Charles Willson Peale,,"Peale, Charles Willson",American,1741,1827,1857–58; carved 1858–59,1857,1859,Bequest of Hamilton Fish,1894,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11680,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.33,TRUE,American Paintings and Sculpture,Painting,George Washington,Artist,,James Peale,,"Peale, James",American,1749,1831,ca. 1779–81,1776,1781,Gift of Collis P. Huntington,1897,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11707,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.52,TRUE,American Paintings and Sculpture,Painting,Still Life: Balsam Apple and Vegetables,Artist,,Raphaelle Peale,,"Peale, Raphaelle",,1774,1825,ca. 1820s,1817,1820,Maria DeWitt Jesup Fund,1939,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11734,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.166,TRUE,American Paintings and Sculpture,Painting,Still Life with Cake,Artist,,Hiram Powers,,"Powers, Hiram",American,1805,1873,1818,1818,1818,Maria DeWitt Jesup Fund,1959,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11737,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.14,TRUE,American Paintings and Sculpture,Bust,Andrew Jackson,Artist,,Hiram Powers,,"Powers, Hiram",American,1805,1873,1834–35; carved 1839,1834,1835,Gift of Mrs. Frances V. Nash,1894,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11789,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.3,TRUE,American Paintings and Sculpture,Sculpture,California,Artist,,Hiram Powers,,"Powers, Hiram",American,1805,1873,1850–55 carved 1858,1850,1858,Gift of William Backhouse Astor,1872,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11790,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.443.2,TRUE,American Paintings and Sculpture,Bust,George Washington,Artist,,Matthew Pratt,,"Pratt, Matthew",American,1734,1805,1838–44 carved after 1844,1838,1844,Gift of Erving and Joyce Wolf in memory of Diane R. Wolf,1982,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11792,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.29.3,TRUE,American Paintings and Sculpture,Painting,The American School,Artist,,Frederic Remington,,"Remington, Frederic",American,1861,1909,1765,1765,1765,Gift of Samuel P. Avery,1897,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11797,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.79,TRUE,American Paintings and Sculpture,Sculpture,The Mountain Man,Artist,,William Trost Richards,,"Richards, William Trost",American,1833,1905,1903 cast by March 1907,1903,1907,Rogers Fund,1907,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11865,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.1.2,TRUE,American Paintings and Sculpture,Watercolor,Moonlight on Mount Lafayette New Hampshire,Artist,,Augustus Saint-Gaudens,,"Saint-Gaudens, Augustus",American,1848,1907,1873,1873,1873,Gift of The Reverend E. L. Magoon D.D.,1880,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11900,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985.353,TRUE,American Paintings and Sculpture,Sculpture,Diana,Artist,,Augustus Saint-Gaudens,,"Saint-Gaudens, Augustus",American,1848,1907,1893–94 cast 1894 or after,1893,1894,Gift of Lincoln Kirstein,1985,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11999,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.641,TRUE,American Paintings and Sculpture,Sculpture,Hiawatha,Artist,,Augustus Saint-Gaudens,,"Saint-Gaudens, Augustus",American,1848,1907,1871–72 carved 1874,1871,1874,Gift of Diane Daniel and Mathew Wolf in memory of Catherine Hoover Voorsanger,2001,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/12004,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.104,TRUE,American Paintings and Sculpture,Sculpture,Mrs. Schuyler Van Rensselaer (Mariana Griswold),Artist,,Augustus Saint-Gaudens,,"Saint-Gaudens, Augustus",American,1848,1907,1888 cast 1890,1888,1890,Gift of Mrs. Schuyler Van Rensselaer,1917,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/12012,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.65.53,TRUE,American Paintings and Sculpture,Sculpture,The Puritan,Artist,,Augustus Saint-Gaudens,,"Saint-Gaudens, Augustus",American,1848,1907,1883–86 cast 1899 or after,1883,1899,Bequest of Jacob Ruppert,1939,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/12015,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.90.1,TRUE,American Paintings and Sculpture,Sculpture,Victory,Artist,,John Singer Sargent,,"Sargent, John Singer",American,1856,1925,1892–1903; this cast 1914 or after (by 1916),1892,1903,Rogers Fund,1917,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/12019,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.53,TRUE,American Paintings and Sculpture,Painting,Madame X (Madame Pierre Gautreau),Artist,,John Singer Sargent,,"Sargent, John Singer",American,1856,1925,1883–84,1883,1884,Arthur Hoppock Hearn Fund,1916,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12127,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.142.2,TRUE,American Paintings and Sculpture,Watercolor,Mountain Stream,Artist,,Winslow Homer,,"Homer, Winslow",American,1836,1910,ca. 1912–14,1912,1914,Purchase Joseph Pulitzer Bequest,1915,,,,Drawings,,http://www.metmuseum.org/art/collection/search/12138,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995.378,TRUE,American Paintings and Sculpture,Watercolor,A Basket of Clams,Artist,,John Smibert,,"Smibert, John","American, Scottish",1688,1751,1873,1873,1873,Gift of Arthur G. Altschul,1995,,,,Drawings,,http://www.metmuseum.org/art/collection/search/12388,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.79.1,TRUE,American Paintings and Sculpture,Painting,Francis Brinley,Artist,,John Smibert,,"Smibert, John","American, Scottish",1688,1751,1729,1729,1729,Rogers Fund,1962,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12600,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.79.2,TRUE,American Paintings and Sculpture,Painting,Mrs. Francis Brinley and Her Son Francis,Artist,,John Rubens Smith,,"Smith, John Rubens",American,1775,1849,1729,1729,1729,Rogers Fund,1962,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12602,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.192.4,TRUE,American Paintings and Sculpture,Watercolor,Allan Melville,Artist,,William Wetmore Story,,"Story, William Wetmore",American,1819,1895,1810,1810,1810,Bequest of Charlotte E. Hoadley,1946,,,,Drawings,,http://www.metmuseum.org/art/collection/search/12613,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.5a–d,TRUE,American Paintings and Sculpture,Sculpture,Cleopatra,Artist,,Gilbert Stuart,,"Stuart, Gilbert",American,1755,1828,1858 carved 1869,1858,1869,Gift of John Taylor Johnston,1888,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/12649,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977.243,TRUE,American Paintings and Sculpture,Painting,Horatio Gates,Artist,,Thomas Sully,,"Sully, Thomas",American,1783,1872,ca. 1793–94,1790,1794,Gift of Lucille S. Pfeffer,1977,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12667,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.126.1,TRUE,American Paintings and Sculpture,Painting,Queen Victoria,Artist,,John Trumbull,,"Trumbull, John",American,1756,1843,1838,1838,1838,Bequest of Francis T. Sully Darley,1914,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12702,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.332,TRUE,American Paintings and Sculpture,Painting,The Sortie Made by the Garrison of Gibraltar,Artist,,John Vanderlyn,,"Vanderlyn, John",American,1775,1852,1789,1789,1789,Purchase Pauline V. Fullerton Bequest; Mr. and Mrs. James Walter Carter and Mr. and Mrs. Raymond J. Horowitz Gifts; Erving Wolf Foundation and Vain and Harry Fish Foundation Inc. Gifts; Gift of Hanson K. Corning by exchange; and Maria DeWitt Jesup and Morris K. Jesup Funds,1976,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12828,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
